"# Required | Enter a unique ID for the item, such as a SKU. If there are multiple instances of the same ID, these will be ignored. | Max characters: 100",# Required | The title of the item. | Max character limit: 100,# Required | A short description describing the item. | Max character limit: 5000,"# Required | The current availability of the item in your store. | Supported values: in stock, available for order, preorder, out of stock, discontinued","# Required | The current condition of the item in your store. | Supported values: new, refurbished, used",# Required | The cost and currency of the item. The price is a number followed by the currency code (ISO 4217 standards).,# Required | The URL of the website where you can buy the item. ,"# Required | The URL for the image used in your ad. For square (1:1) aspect ratios in the carousel ad format, your image should be 600x600. For single image ads, your image should be at least 1200x630 ","# Required | You can use unique manufacturer part number (MPN), Global Trade Item Number (GTIN), or brand name for your product. You only need to use one of these values for this column (not all of them). | Supported values for GTIN: UPC, EAN, JAN and ISBN | Max character limit: 70","# Optional | Additional image URLs for the item. You can include up to 10 image URLs. Use "","" to separate each URL. | Max character limit: 2000","# Optional | The age group for your item. | Supported values: newborn, infant, toddler, kids, adult",# Optional | The item color. | Max character limit: 100,"# Optional | The item's gender. | Supported values: male, female, unisex","# Optional | Items that are varients of a specific product. Provide the same item_group_id for all items that are varients. For example, a red Polo Shirt is a variant of Polo Shirt. Facebook maps this to the retailer_product_group_id once we get your feed. For dynamic ads, Facebook picks only one item out of the group based on the signal we receive from the pixel or app event.",# Optional | A preset value from Google's product taxonomy. For example: Apparel & Accessories > Clothing > Dresses | Max character limit: 250,"# Optional | The material the product is made from, such as cotton, denim or leather. | Max character limit: 200",# Optional | Pattern or graphic print on a product. | Max character limit: 100,# Optional | The category the product belongs in. For example: Home & Garden > Kitchen & Dining > Appliances > Refrigerators | Max character limit: 750,"# Optional | The discounted cose and currency code for the product if it's on sale. The sale price is a number followed by the currency code (ISO 4217 standards). Use ""."" as the decimal for the sale price. The sale price is required if you plan on using an overlay for discounted prices.","# Optional | The start and end date and time for your sale, written as: YYYY-MM-DDT0:00-23:59/YYYY-MM-DDT0:00-23:59.","# Optional | The type of shipping for the item, written as: COUNTRY:STATE:SHIPPING_TYPE:PRICE. Use "";"" to separate different regions. For example: US:CA:Ground:9.99 USD,US:NY:Air:15.99 USD","# Optional | The shipping weight of the item. | Supported values: lb, oz, g, kg",# Optional | The size of the item. For example: small or XL.,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100
id,title,description,availability,condition,price,link,image_link,brand,additional_image_link,age_group,color,gender,item_group_id,google_product_category,material,pattern,product_type,sale_price,sale_price_effective_date,shipping,shipping_weight,size,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
656587,Top 1 Ombro Só Onça,Top 1 Ombro Só Onça,in stock,new,17.00 BRL,http://www.ddivas.com.br/pd-656587-top-1-ombro-so-onca.html,http://s3.amazonaws.com/img.iluria.com/product/656587/F9B8F7/850xN.jpg,D.divas,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65AC3C,Argola Manga Doce,Argola Manga Doce,in stock,new,18.00 BRL,http://www.ddivas.com.br/pd-65ac3c-argola-manga-doce.html,http://s3.amazonaws.com/img.iluria.com/product/65AC3C/FA70DA/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65AC51,Brinco Amisty,Brinco Amisty,in stock,new,30.00 BRL,http://www.ddivas.com.br/pd-65ac51-brinco-amisty.html,http://s3.amazonaws.com/img.iluria.com/product/65AC51/FA7103/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65AC79,Brinco Manga Doce,Brinco Manga Doce,in stock,new,20.00 BRL,http://www.ddivas.com.br/pd-65ac79-brinco-manga-doce.html,http://s3.amazonaws.com/img.iluria.com/product/65AC79/FA715F/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65AC91,Brinco Laluna,Brinco Laluna,in stock,new,25.00 BRL,http://www.ddivas.com.br/pd-65ac91-brinco-laluna.html,http://s3.amazonaws.com/img.iluria.com/product/65AC91/FA7189/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65ACB4,Brinco Digna,Brinco Digna,in stock,new,25.00 BRL,http://www.ddivas.com.br/pd-65acb4-brinco-digna.html,http://s3.amazonaws.com/img.iluria.com/product/65ACB4/FA71DE/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65ACC2,Brinco Triângulo,Brinco Triângulo,in stock,new,25.00 BRL,http://www.ddivas.com.br/pd-65acc2-brinco-triangulo.html,http://s3.amazonaws.com/img.iluria.com/product/65ACC2/FA7207/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65ACC6,Brinco Scarlet,Brinco Scarlet,in stock,new,25.00 BRL,http://www.ddivas.com.br/pd-65acc6-brinco-scarlet.html,http://s3.amazonaws.com/img.iluria.com/product/65ACC6/FA7215/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65ACCF,Brinco Chiara,Brinco Chiara,in stock,new,25.00 BRL,http://www.ddivas.com.br/pd-65accf-brinco-chiara.html,http://s3.amazonaws.com/img.iluria.com/product/65ACCF/FA722C/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65ACE1,Brinco Yumi,Brinco Yumi,in stock,new,25.00 BRL,http://www.ddivas.com.br/pd-65ace1-brinco-yumi.html,http://s3.amazonaws.com/img.iluria.com/product/65ACE1/FA724F/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Preto,,,,,
65ACE1,Brinco Yumi,Brinco Yumi,in stock,new,25.00 BRL,http://www.ddivas.com.br/pd-65ace1-brinco-yumi.html,http://s3.amazonaws.com/img.iluria.com/product/65ACE1/FA724F/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Preto,,,,,
65ACEB,Brinco Laluna Búzio,Brinco Laluna Búzio,in stock,new,18.00 BRL,http://www.ddivas.com.br/pd-65aceb-brinco-laluna-buzio.html,http://s3.amazonaws.com/img.iluria.com/product/65ACEB/FA7265/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65ACF4,Brinco Suri,Brinco Suri,in stock,new,20.00 BRL,http://www.ddivas.com.br/pd-65acf4-brinco-suri.html,http://s3.amazonaws.com/img.iluria.com/product/65ACF4/FA727E/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65ACFF,Brinco Egípcia,Brinco Egípcia,in stock,new,25.00 BRL,http://www.ddivas.com.br/pd-65acff-brinco-egipcia.html,http://s3.amazonaws.com/img.iluria.com/product/65ACFF/FA72B0/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65AD0F,Brinco Vibrante,Brinco Vibrante,in stock,new,26.00 BRL,http://www.ddivas.com.br/pd-65ad0f-brinco-vibrante.html,http://s3.amazonaws.com/img.iluria.com/product/65AD0F/FA72E3/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65AD1D,Brinco Círculo,Brinco Círculo,in stock,new,20.00 BRL,http://www.ddivas.com.br/pd-65ad1d-brinco-circulo.html,http://s3.amazonaws.com/img.iluria.com/product/65AD1D/FA730E/850xN.jpg,Laluna Acessórios,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65D141,Brinco Jasmim,Brinco Jasmim,in stock,new,29.00 BRL,http://www.ddivas.com.br/pd-65d141-brinco-jasmim.html,http://s3.amazonaws.com/img.iluria.com/product/65D141/FACF18/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Branco,,,,,
65D141,Brinco Jasmim,Brinco Jasmim,in stock,new,29.00 BRL,http://www.ddivas.com.br/pd-65d141-brinco-jasmim.html,http://s3.amazonaws.com/img.iluria.com/product/65D141/FACF18/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Branco,,,,,
65D141,Brinco Jasmim,Brinco Jasmim,in stock,new,29.00 BRL,http://www.ddivas.com.br/pd-65d141-brinco-jasmim.html,http://s3.amazonaws.com/img.iluria.com/product/65D141/FACF18/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Branco,,,,,
65D141,Brinco Jasmim,Brinco Jasmim,in stock,new,29.00 BRL,http://www.ddivas.com.br/pd-65d141-brinco-jasmim.html,http://s3.amazonaws.com/img.iluria.com/product/65D141/FACF18/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Branco,,,,,
65D1FB,Costela De Adão Ouro Velho,Costela De Adão Ouro Velho,in stock,new,32.00 BRL,http://www.ddivas.com.br/pd-65d1fb-costela-de-adao-ouro-velho.html,http://s3.amazonaws.com/img.iluria.com/product/65D1FB/FAD0E2/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65D211,Brinco Costela De Adão Prata,Brinco Costela De Adão Prata,in stock,new,35.00 BRL,http://www.ddivas.com.br/pd-65d211-brinco-costela-de-adao-prata.html,http://s3.amazonaws.com/img.iluria.com/product/65D211/FAD121/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65F998,Brinco Gota,Brinco Gota,in stock,new,45.00 BRL,http://www.ddivas.com.br/pd-65f998-brinco-gota.html,http://s3.amazonaws.com/img.iluria.com/product/65F998/FB3A11/850xN.jpg,Stuff Bijoux,,adult,Vermelho,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65F998,Brinco Gota,Brinco Gota,in stock,new,45.00 BRL,http://www.ddivas.com.br/pd-65f998-brinco-gota.html,http://s3.amazonaws.com/img.iluria.com/product/65F998/FB3A11/850xN.jpg,Stuff Bijoux,,adult,Vermelho,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65F998,Brinco Gota,Brinco Gota,in stock,new,45.00 BRL,http://www.ddivas.com.br/pd-65f998-brinco-gota.html,http://s3.amazonaws.com/img.iluria.com/product/65F998/FB3A11/850xN.jpg,Stuff Bijoux,,adult,Vermelho,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65F998,Brinco Gota,Brinco Gota,in stock,new,45.00 BRL,http://www.ddivas.com.br/pd-65f998-brinco-gota.html,http://s3.amazonaws.com/img.iluria.com/product/65F998/FB3A11/850xN.jpg,Stuff Bijoux,,adult,Vermelho,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65F998,Brinco Gota,Brinco Gota,in stock,new,45.00 BRL,http://www.ddivas.com.br/pd-65f998-brinco-gota.html,http://s3.amazonaws.com/img.iluria.com/product/65F998/FB3A11/850xN.jpg,Stuff Bijoux,,adult,Vermelho,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65F9E9,Brinco Tassel De Seda,Brinco Tassel De Seda,in stock,new,35.00 BRL,http://www.ddivas.com.br/pd-65f9e9-brinco-tassel-de-seda.html,http://s3.amazonaws.com/img.iluria.com/product/65F9E9/FB3B0C/850xN.jpg,Stuff Bijoux,,adult,Vinho,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65F9E9,Brinco Tassel De Seda,Brinco Tassel De Seda,in stock,new,35.00 BRL,http://www.ddivas.com.br/pd-65f9e9-brinco-tassel-de-seda.html,http://s3.amazonaws.com/img.iluria.com/product/65F9E9/FB3B0C/850xN.jpg,Stuff Bijoux,,adult,Vinho,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65F9E9,Brinco Tassel De Seda,Brinco Tassel De Seda,in stock,new,35.00 BRL,http://www.ddivas.com.br/pd-65f9e9-brinco-tassel-de-seda.html,http://s3.amazonaws.com/img.iluria.com/product/65F9E9/FB3B0C/850xN.jpg,Stuff Bijoux,,adult,Vinho,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65F9E9,Brinco Tassel De Seda,Brinco Tassel De Seda,in stock,new,35.00 BRL,http://www.ddivas.com.br/pd-65f9e9-brinco-tassel-de-seda.html,http://s3.amazonaws.com/img.iluria.com/product/65F9E9/FB3B0C/850xN.jpg,Stuff Bijoux,,adult,Vinho,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65F9FF,Brinco Tie Dye,Brinco Tie Dye,in stock,new,32.00 BRL,http://www.ddivas.com.br/pd-65f9ff-brinco-tie-dye.html,http://s3.amazonaws.com/img.iluria.com/product/65F9FF/FB3B77/850xN.jpg,Stuff Bijoux,,adult,Cinza,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65F9FF,Brinco Tie Dye,Brinco Tie Dye,in stock,new,32.00 BRL,http://www.ddivas.com.br/pd-65f9ff-brinco-tie-dye.html,http://s3.amazonaws.com/img.iluria.com/product/65F9FF/FB3B77/850xN.jpg,Stuff Bijoux,,adult,Cinza,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
65FA20,Brinco Tulum,Brinco Tulum,in stock,new,39.00 BRL,http://www.ddivas.com.br/pd-65fa20-brinco-tulum.html,http://s3.amazonaws.com/img.iluria.com/product/65FA20/FB3BA6/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
660449,Brinco Chuva Prata,Brinco Chuva Prata,in stock,new,29.00 BRL,http://www.ddivas.com.br/pd-660449-brinco-chuva-prata.html,http://s3.amazonaws.com/img.iluria.com/product/660449/FB5612/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
6604BE,Brinco Lua Cheia,Brinco Lua Cheia,in stock,new,29.00 BRL,http://www.ddivas.com.br/pd-6604be-brinco-lua-cheia.html,http://s3.amazonaws.com/img.iluria.com/product/6604BE/FB5738/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
6604C7,Brinco Diva,Brinco Diva,in stock,new,29.00 BRL,http://www.ddivas.com.br/pd-6604c7-brinco-diva.html,http://s3.amazonaws.com/img.iluria.com/product/6604C7/FB5754/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
6604,Brinco Costela De Adão,Brinco Costela De Adão,in stock,new,35.00 BRL,http://www.ddivas.com.br/pd-6604e0-brinco-costela-de-adao.html,http://s3.amazonaws.com/img.iluria.com/product/6604E0/FB5792/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
6604F2,Brinco Costela De Adão,Brinco Costela De Adão,in stock,new,35.00 BRL,http://www.ddivas.com.br/pd-6604f2-brinco-costela-de-adao.html,http://s3.amazonaws.com/img.iluria.com/product/6604F2/FB57B9/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
660500,Brinco Lua Negra,Brinco Lua Negra,in stock,new,35.00 BRL,http://www.ddivas.com.br/pd-660500-brinco-lua-negra.html,http://s3.amazonaws.com/img.iluria.com/product/660500/FB57EC/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
660514,Brinco Lua,Brinco Lua,in stock,new,39.00 BRL,http://www.ddivas.com.br/pd-660514-brinco-lua.html,http://s3.amazonaws.com/img.iluria.com/product/660514/FB5832/850xN.jpg,Stuff Bijoux,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
660537,,,in stock,new,35.00 BRL,http://www.ddivas.com.br/pd-660537-.html,http://s3.amazonaws.com/img.iluria.com/product/660537/FB5891/850xN.jpg,D.divas,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
66B35A,Macacão Jeans,Macacão Jeans,in stock,new,120.00 BRL,http://www.ddivas.com.br/pd-66b35a-macacao-jeans.html,http://s3.amazonaws.com/img.iluria.com/product/66B35A/FD2030/850xN.jpg,D.divas,,adult,Azul,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,G,,,,,
66B438,Bolsa Estruturada Preta,Bolsa Estruturada Preta,in stock,new,111.00 BRL,http://www.ddivas.com.br/pd-66b438-bolsa-estruturada-preta.html,http://s3.amazonaws.com/img.iluria.com/product/66B438/FD2222/850xN.jpg,Rebelare,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
66B460,Blusão Bicolor,Blusão Bicolor,in stock,new,119.00 BRL,http://www.ddivas.com.br/pd-66b460-blusao-bicolor.html,http://s3.amazonaws.com/img.iluria.com/product/66B460/FD226C/850xN.jpg,D.divas,,adult,Azul,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
66B46F,Óculos Retro,Óculos Retro,in stock,new,79.00 BRL,http://www.ddivas.com.br/pd-66b46f-oculos-retro.html,http://s3.amazonaws.com/img.iluria.com/product/66B46F/FD2295/850xN.jpg,D.divas,,adult,Preto,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
66B486,Body Praiô,Body Praiô,in stock,new,65.00 BRL,http://www.ddivas.com.br/pd-66b486-body-praio.html,http://s3.amazonaws.com/img.iluria.com/product/66B486/FD22DF/850xN.jpg,D.divas,,adult,Azul,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
66C759,Óculos Leopard,Óculos Leopard,in stock,new,79.00 BRL,http://www.ddivas.com.br/pd-66c759-oculos-leopard.html,http://s3.amazonaws.com/img.iluria.com/product/66C759/FD51E3/850xN.jpg,D.divas,,adult,N/A,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
66C768,Top Neon,Top Neon,in stock,new,29.00 BRL,http://www.ddivas.com.br/pd-66c768-top-neon.html,http://s3.amazonaws.com/img.iluria.com/product/66C768/FD5214/850xN.jpg,D.divas,,adult,Rosa,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,Único,,,,,
66C79D,Short Estonado,Short Estonado,in stock,new,59.00 BRL,http://www.ddivas.com.br/pd-66c79d-short-estonado.html,http://s3.amazonaws.com/img.iluria.com/product/66C79D/FD52AE/850xN.jpg,D.divas,,adult,Cinza,female,,Apparel & Accessories > Clothing,,,Apparel & Accessories > Clothing,,,,,P,,,,,
